sep=;
Datum;Högstakurs;Lägstakurs;Stängn.kurs;Genomsnittspris;Tot.vol.;Oms;
2020-01-20;1469,25;1459,96;1462,23;;1;;
2020-01-17;1467,74;1453,41;1463,27;;1;;
2020-01-16;1452,76;1434,23;1452,76;;1;;
2020-01-15;1438,79;1428,67;1433,87;;1;;
2020-01-14;1439,29;1422,15;1437,50;;1;;
2020-01-13;1442,63;1431,67;1437,32;;1;;
2020-01-10;1441,37;1432,31;1432,75;;1;;
2020-01-09;1445,15;1435,32;1437,86;;1;;
2020-01-08;1435,20;1418,19;1434,26;;1;;
2020-01-07;1441,19;1427,32;1434,81;;1;;
2020-01-03;1441,95;1422,81;1427,88;;1;;
2020-01-02;1445,08;1416,90;1444,06;;1;;
2019-12-30;1435,30;1414,80;1416,20;;1;;
2019-12-27;1437,00;1431,14;1435,24;;1;;
2019-12-23;1434,73;1427,29;1431,61;;1;;
2019-12-20;1429,98;1419,38;1429,90;;1;;
2019-12-19;1424,40;1415,12;1419,30;;1;;
2019-12-18;1425,58;1416,48;1420,78;;1;;
2019-12-17;1422,18;1413,78;1422,18;;1;;
2019-12-16;1416,79;1403,45;1416,71;;1;;
2019-12-13;1412,68;1399,62;1404,09;;1;;
2019-12-12;1399,18;1379,35;1396,53;;1;;
2019-12-11;1388,03;1372,95;1386,12;;1;;
2019-12-10;1386,88;1368,26;1381,88;;1;;
2019-12-09;1392,30;1385,86;1387,45;;1;;
2019-12-06;1389,04;1374,08;1388,69;;1;;
2019-12-05;1383,13;1371,59;1373,91;;1;;
2019-12-04;1375,38;1353,81;1374,70;;1;;
2019-12-03;1373,23;1350,18;1354,03;;1;;
2019-12-02;1390,19;1361,03;1362,74;;1;;
2019-11-29;1383,70;1372,50;1378,45;;1;;
2019-11-28;1385,30;1379,56;1382,68;;1;;
2019-11-27;1396,01;1384,87;1386,17;;1;;
2019-11-26;1391,41;1380,49;1390,33;;1;;
2019-11-25;1387,17;1374,50;1387,17;;1;;
2019-11-22;1378,36;1368,48;1372,93;;1;;
2019-11-21;1376,27;1364,02;1369,65;;1;;
2019-11-20;1383,78;1374,35;1378,33;;1;;
2019-11-19;1394,82;1381,90;1384,81;;1;;
2019-11-18;1397,74;1381,66;1384,33;;1;;
2019-11-15;1401,95;1381,94;1392,78;;1;;
2019-11-14;1397,16;1388,81;1390,85;;1;;
2019-11-13;1398,62;1384,51;1395,24;;1;;
2019-11-12;1401,23;1388,23;1399,65;;1;;
2019-11-11;1398,30;1388,33;1391,83;;1;;
2019-11-08;1395,66;1384,15;1395,47;;1;;
2019-11-07;1399,54;1387,65;1387,83;;1;;
2019-11-06;1393,97;1384,28;1386,54;;1;;
2019-11-05;1392,37;1381,86;1388,45;;1;;
2019-11-04;1390,55;1367,04;1390,45;;1;;
2019-11-01;1366,99;1362,58;1365,28;;1;;
2019-10-31;1376,49;1358,07;1362,04;;1;;
2019-10-30;1373,86;1364,61;1372,65;;1;;
2019-10-29;1378,08;1362,48;1367,44;;1;;
2019-10-28;1378,99;1369,47;1378,08;;1;;
2019-10-25;1369,84;1358,47;1369,84;;1;;
2019-10-24;1362,19;1347,94;1361,93;;1;;
2019-10-23;1353,15;1344,18;1353,14;;1;;
2019-10-22;1358,28;1349,53;1351,23;;1;;
2019-10-21;1350,89;1333,14;1350,41;;1;;
2019-10-18;1336,78;1320,85;1336,44;;1;;
2019-10-17;1335,36;1322,30;1327,96;;1;;
2019-10-16;1324,81;1316,24;1321,98;;1;;
2019-10-15;1323,61;1306,20;1319,65;;1;;
2019-10-14;1306,15;1295,51;1305,91;;1;;
2019-10-11;1306,62;1288,92;1305,98;;1;;
2019-10-10;1289,79;1272,39;1289,03;;1;;
2019-10-09;1286,17;1266,84;1283,01;;1;;
2019-10-08;1284,42;1264,68;1271,07;;1;;
2019-10-07;1280,82;1261,91;1279,70;;1;;
2019-10-04;1263,59;1254,02;1262,02;;1;;
2019-10-03;1268,99;1246,72;1257,52;;1;;
2019-10-02;1295,48;1261,39;1263,14;;1;;
2019-10-01;1312,89;1293,39;1296,38;;1;;
2019-09-30;1306,36;1300,43;1304,72;;1;;
2019-09-27;1303,07;1293,64;1303,07;;1;;
2019-09-26;1295,91;1280,12;1292,81;;1;;
2019-09-25;1293,36;1271,43;1283,77;;1;;
2019-09-24;1300,88;1294,52;1294,52;;1;;
2019-09-23;1317,75;1289,70;1296,48;;1;;
2019-09-20;1321,86;1314,60;1317,57;;1;;
2019-09-19;1319,56;1309,31;1317,93;;1;;
2019-09-18;1316,32;1303,22;1312,12;;1;;
2019-09-17;1307,80;1296,66;1304,92;;1;;
2019-09-16;1312,54;1305,49;1307,98;;1;;
2019-09-13;1315,42;1306,35;1315,42;;1;;
2019-09-12;1309,30;1296,87;1306,08;;1;;
2019-09-11;1296,49;1286,08;1296,32;;1;;
2019-09-10;1285,25;1274,70;1285,01;;1;;
2019-09-09;1280,49;1275,18;1278,20;;1;;
2019-09-06;1276,45;1270,53;1276,10;;1;;
2019-09-05;1277,84;1266,45;1272,80;;1;;
2019-09-04;1270,82;1257,91;1267,28;;1;;
2019-09-03;1263,12;1253,46;1256,64;;1;;
2019-09-02;1267,40;1257,39;1258,27;;1;;
2019-08-30;1265,78;1247,03;1261,52;;1;;
2019-08-29;1245,71;1224,27;1245,71;;1;;
2019-08-28;1228,24;1213,73;1223,71;;1;;
2019-08-27;1227,26;1215,83;1226,37;;1;;
2019-08-26;1221,73;1204,45;1218,47;;1;;
2019-08-23;1241,32;1221,18;1221,18;;1;;
2019-08-22;1239,37;1229,16;1231,02;;1;;
2019-08-21;1243,76;1231,93;1239,55;;1;;
2019-08-20;1239,69;1230,25;1231,42;;1;;
2019-08-19;1233,10;1219,37;1232,96;;1;;
2019-08-16;1217,07;1200,44;1217,07;;1;;
2019-08-15;1210,21;1184,84;1200,93;;1;;
2019-08-14;1233,29;1202,10;1203,59;;1;;
2019-08-13;1238,34;1209,99;1232,03;;1;;
2019-08-12;1243,31;1224,56;1228,31;;1;;
2019-08-09;1243,10;1226,92;1228,45;;1;;
2019-08-08;1243,19;1228,45;1243,19;;1;;
2019-08-07;1234,73;1216,30;1225,13;;1;;
2019-08-06;1237,78;1220,00;1221,79;;1;;
2019-08-05;1255,44;1224,87;1230,32;;1;;
2019-08-02;1285,45;1256,05;1258,59;;1;;
2019-08-01;1292,85;1272,08;1289,82;;1;;
2019-07-31;1283,31;1276,54;1279,90;;1;;
2019-07-30;1290,10;1273,95;1279,79;;1;;
2019-07-29;1291,26;1280,98;1288,90;;1;;
2019-07-26;1289,77;1283,00;1286,57;;1;;
2019-07-25;1297,96;1275,77;1284,15;;1;;
2019-07-24;1299,60;1286,46;1289,61;;1;;
2019-07-23;1300,21;1283,27;1298,70;;1;;
2019-07-22;1285,68;1277,84;1282,37;;1;;
2019-07-19;1283,17;1264,87;1283,17;;1;;
2019-07-18;1276,12;1256,72;1262,93;;1;;
2019-07-17;1297,01;1274,18;1275,16;;1;;
2019-07-16;1297,21;1288,49;1295,20;;1;;
2019-07-15;1303,31;1286,59;1299,40;;1;;
2019-07-12;1294,25;1283,14;1292,40;;1;;
2019-07-11;1295,86;1280,41;1283,11;;1;;
2019-07-10;1299,73;1288,23;1289,68;;1;;
2019-07-09;1300,73;1289,70;1293,99;;1;;
2019-07-08;1305,16;1293,29;1302,23;;1;;
2019-07-05;1308,67;1286,49;1295,05;;1;;
2019-07-04;1310,65;1305,89;1308,56;;1;;
2019-07-03;1311,35;1298,36;1306,12;;1;;
2019-07-02;1302,55;1295,46;1301,63;;1;;
2019-07-01;1300,82;1283,29;1297,99;;1;;
2019-06-28;1285,26;1277,09;1282,71;;1;;
2019-06-27;1282,79;1272,03;1277,78;;1;;
2019-06-26;1279,28;1268,45;1274,29;;1;;
2019-06-25;1281,44;1275,32;1278,12;;1;;
2019-06-24;1297,23;1277,99;1278,84;;1;;
2019-06-20;1296,92;1284,40;1292,46;;1;;
2019-06-19;1283,32;1276,57;1281,39;;1;;
2019-06-18;1281,73;1252,23;1280,25;;1;;
2019-06-17;1266,47;1258,65;1262,81;;1;;
2019-06-14;1270,42;1256,63;1264,07;;1;;
2019-06-13;1275,31;1262,16;1270,73;;1;;
2019-06-12;1267,28;1255,02;1265,22;;1;;
2019-06-11;1267,79;1252,45;1264,85;;1;;
2019-06-10;1258,53;1246,90;1251,53;;1;;
2019-06-07;1248,36;1227,57;1244,57;;1;;
2019-06-05;1230,24;1219,19;1226,32;;1;;
2019-06-04;1224,82;1196,95;1223,07;;1;;
2019-06-03;1207,13;1187,92;1207,11;;1;;
2019-05-31;1220,59;1196,65;1201,87;;1;;
2019-05-29;1238,53;1221,11;1222,32;;1;;
2019-05-28;1246,44;1232,72;1240,70;;1;;
2019-05-27;1252,52;1240,74;1242,40;;1;;
2019-05-24;1250,36;1239,66;1244,80;;1;;
2019-05-23;1261,85;1236,62;1238,00;;1;;
2019-05-22;1270,21;1257,91;1263,76;;1;;
2019-05-21;1270,23;1258,44;1267,91;;1;;
2019-05-20;1270,79;1251,89;1256,66;;1;;
2019-05-17;1276,37;1259,34;1270,55;;1;;
2019-05-16;1277,28;1254,64;1277,22;;1;;
2019-05-15;1261,41;1244,07;1258,79;;1;;
2019-05-14;1255,81;1242,44;1255,71;;1;;
2019-05-13;1262,44;1239,98;1241,20;;1;;
2019-05-10;1271,82;1255,61;1262,54;;1;;
2019-05-09;1275,24;1254,48;1256,61;;1;;
2019-05-08;1276,01;1265,86;1275,39;;1;;
2019-05-07;1295,00;1264,82;1268,19;;1;;
2019-05-06;1301,81;1272,80;1290,23;;1;;
2019-05-03;1307,95;1299,91;1305,14;;1;;
2019-05-02;1308,80;1298,00;1300,32;;1;;
2019-04-30;1321,11;1308,83;1308,97;;1;;
2019-04-29;1322,59;1315,00;1321,83;;1;;
2019-04-26;1322,81;1314,36;1319,56;;1;;
2019-04-25;1325,54;1303,59;1318,35;;1;;
2019-04-24;1315,79;1304,44;1311,61;;1;;
2019-04-23;1306,77;1298,00;1306,63;;1;;
2019-04-18;1305,35;1292,53;1303,96;;1;;
2019-04-17;1296,93;1286,25;1296,77;;1;;
2019-04-16;1293,44;1285,45;1288,92;;1;;
2019-04-15;1286,93;1280,83;1285,49;;1;;
2019-04-12;1286,09;1274,66;1285,78;;1;;
2019-04-11;1280,19;1271,54;1275,22;;1;;
2019-04-10;1274,67;1264,82;1274,57;;1;;
2019-04-09;1277,99;1262,76;1264,84;;1;;
2019-04-08;1271,99;1265,76;1271,99;;1;;
2019-04-05;1272,72;1266,34;1271,49;;1;;
2019-04-04;1272,23;1261,15;1265,64;;1;;
2019-04-03;1269,62;1250,85;1269,62;;1;;
2019-04-02;1252,66;1238,76;1249,21;;1;;
2019-04-01;1239,96;1219,70;1239,74;;1;;
2019-03-29;1223,58;1212,71;1218,35;;1;;
2019-03-28;1218,95;1207,66;1212,17;;1;;
2019-03-27;1218,73;1205,80;1209,98;;1;;
2019-03-26;1212,01;1203,78;1211,04;;1;;
2019-03-25;1212,16;1201,42;1208,66;;1;;
2019-03-22;1236,84;1212,36;1212,36;;1;;
2019-03-21;1237,45;1226,29;1233,00;;1;;
2019-03-20;1243,36;1233,72;1233,73;;1;;
2019-03-19;1243,85;1232,03;1240,59;;1;;
2019-03-18;1234,08;1226,74;1231,87;;1;;
2019-03-15;1227,41;1216,16;1226,24;;1;;
2019-03-14;1221,08;1209,61;1221,08;;1;;
2019-03-13;1210,74;1202,71;1209,69;;1;;
2019-03-12;1211,78;1204,56;1205,50;;1;;
2019-03-11;1207,04;1197,32;1206,23;;1;;
2019-03-08;1197,30;1188,31;1197,02;;1;;
2019-03-07;1211,14;1194,60;1198,41;;1;;
2019-03-06;1221,61;1210,28;1211,20;;1;;
2019-03-05;1223,17;1213,04;1221,95;;1;;
2019-03-04;1224,01;1214,33;1221,10;;1;;
2019-03-01;1217,17;1209,43;1213,97;;1;;
2019-02-28;1213,06;1198,10;1208,35;;1;;
2019-02-27;1218,17;1209,65;1212,50;;1;;
2019-02-26;1222,29;1211,86;1218,83;;1;;
2019-02-25;1228,39;1213,66;1218,36;;1;;
2019-02-22;1223,79;1212,74;1222,05;;1;;
2019-02-21;1222,98;1212,35;1212,37;;1;;
2019-02-20;1221,68;1212,82;1220,40;;1;;
2019-02-19;1219,47;1212,70;1216,15;;1;;
2019-02-18;1218,14;1209,19;1214,62;;1;;
2019-02-15;1214,25;1194,24;1213,70;;1;;
2019-02-14;1203,43;1194,17;1198,08;;1;;
2019-02-13;1197,76;1189,66;1194,74;;1;;
2019-02-12;1189,87;1184,14;1188,83;;1;;
2019-02-11;1185,56;1173,20;1183,18;;1;;
2019-02-08;1178,46;1170,28;1172,20;;1;;
2019-02-07;1194,07;1173,59;1173,59;;1;;
2019-02-06;1190,64;1179,71;1189,22;;1;;
2019-02-05;1185,27;1173,73;1182,45;;1;;
2019-02-04;1174,71;1167,87;1173,69;;1;;
2019-02-01;1172,68;1164,58;1170,89;;1;;
2019-01-31;1174,35;1158,92;1164,29;;1;;
2019-01-30;1162,79;1152,57;1161,37;;1;;
2019-01-29;1157,60;1143,27;1155,34;;1;;
2019-01-28;1156,09;1144,53;1145,63;;1;;
2019-01-25;1157,14;1144,38;1153,36;;1;;
2019-01-24;1144,58;1137,22;1144,03;;1;;
2019-01-23;1144,10;1134,83;1138,10;;1;;
2019-01-22;1153,99;1140,85;1144,96;;1;;
2019-01-21;1155,03;1146,15;1151,12;;1;;
2019-01-18;1154,21;1135,73;1154,21;;1;;
2019-01-17;1136,61;1123,74;1134,60;;1;;
2019-01-16;1132,95;1119,38;1130,09;;1;;
2019-01-15;1128,69;1116,71;1119,15;;1;;
2019-01-14;1122,38;1115,89;1118,89;;1;;
2019-01-11;1133,27;1122,42;1124,57;;1;;
2019-01-10;1128,76;1115,98;1127,27;;1;;
2019-01-09;1131,37;1117,75;1127,25;;1;;
2019-01-08;1122,07;1103,92;1116,84;;1;;
2019-01-07;1105,86;1097,93;1103,73;;1;;
2019-01-04;1099,11;1067,41;1097,10;;1;;
2019-01-03;1076,58;1064,12;1066,06;;1;;
2019-01-02;1080,24;1055,65;1077,04;;1;;
2018-12-28;1082,63;1060,40;1077,33;;1;;
2018-12-27;1084,25;1053,16;1057,75;;1;;
2018-12-21;1081,71;1067,44;1075,35;;1;;
2018-12-20;1102,50;1082,09;1082,09;;1;;
2018-12-19;1108,18;1100,20;1105,24;;1;;
2018-12-18;1108,67;1095,24;1101,98;;1;;
2018-12-17;1117,51;1102,75;1104,55;;1;;
2018-12-14;1125,52;1109,08;1117,80;;1;;
2018-12-13;1135,99;1123,31;1124,62;;1;;
2018-12-12;1134,13;1111,02;1134,13;;1;;
2018-12-11;1115,80;1088,97;1110,64;;1;;
2018-12-10;1099,87;1087,63;1087,66;;1;;
2018-12-07;1112,74;1091,63;1102,74;;1;;
2018-12-06;1120,53;1090,02;1090,03;;1;;
2018-12-05;1136,44;1121,98;1121,98;;1;;
2018-12-04;1156,92;1140,88;1140,88;;1;;
2018-12-03;1167,89;1150,55;1157,35;;1;;
2018-11-30;1147,35;1140,01;1144,53;;1;;
2018-11-29;1147,18;1135,48;1145,10;;1;;
2018-11-28;1137,20;1128,57;1134,04;;1;;
2018-11-27;1136,42;1125,41;1130,04;;1;;
2018-11-26;1132,52;1118,89;1132,52;;1;;
2018-11-23;1117,22;1108,06;1117,22;;1;;
2018-11-22;1118,32;1108,28;1109,87;;1;;
2018-11-21;1118,91;1103,17;1118,91;;1;;
2018-11-20;1122,23;1096,15;1103,11;;1;;
2018-11-19;1144,19;1123,34;1123,87;;1;;
2018-11-16;1143,21;1129,94;1137,95;;1;;
2018-11-15;1147,01;1124,94;1130,38;;1;;
2018-11-14;1149,90;1134,40;1141,14;;1;;
2018-11-13;1159,50;1140,44;1151,56;;1;;
2018-11-12;1169,59;1150,02;1150,76;;1;;
2018-11-09;1166,67;1161,30;1162,95;;1;;
2018-11-08;1179,09;1165,97;1167,32;;1;;
2018-11-07;1174,06;1166,42;1169,96;;1;;
2018-11-06;1168,35;1160,82;1165,44;;1;;
2018-11-05;1177,27;1164,31;1165,81;;1;;
2018-11-02;1177,73;1165,37;1177,65;;1;;
2018-11-01;1169,32;1156,89;1161,10;;1;;
2018-10-31;1170,33;1150,66;1165,86;;1;;
2018-10-30;1147,36;1131,82;1147,36;;1;;
2018-10-29;1147,96;1123,39;1137,97;;1;;
2018-10-26;1132,50;1111,61;1122,75;;1;;
2018-10-25;1138,95;1121,07;1133,78;;1;;
2018-10-24;1148,66;1131,26;1132,53;;1;;
2018-10-23;1150,28;1132,26;1138,05;;1;;
2018-10-22;1166,64;1151,07;1153,21;;1;;
2018-10-19;1170,77;1142,57;1157,05;;1;;
2018-10-18;1176,64;1164,42;1167,01;;1;;
2018-10-17;1179,38;1165,52;1168,17;;1;;
2018-10-16;1170,94;1148,53;1170,91;;1;;
2018-10-15;1161,16;1146,17;1156,24;;1;;
2018-10-12;1179,03;1159,15;1159,15;;1;;
2018-10-11;1195,02;1165,71;1168,29;;1;;
2018-10-10;1225,93;1197,00;1199,33;;1;;
2018-10-09;1224,83;1212,08;1224,59;;1;;
2018-10-08;1231,36;1220,17;1220,98;;1;;
2018-10-05;1245,99;1230,67;1231,38;;1;;
2018-10-04;1261,30;1243,77;1246,24;;1;;
2018-10-03;1267,18;1253,80;1261,96;;1;;
2018-10-02;1257,43;1247,68;1252,62;;1;;
2018-10-01;1260,21;1252,40;1258,39;;1;;
2018-09-28;1262,93;1248,53;1254,33;;1;;
2018-09-27;1264,20;1249,22;1263,63;;1;;
2018-09-26;1256,47;1249,00;1254,69;;1;;
2018-09-25;1256,70;1250,83;1254,86;;1;;
2018-09-24;1258,24;1251,56;1252,97;;1;;
2018-09-21;1260,32;1251,13;1258,53;;1;;
2018-09-20;1250,28;1239,93;1249,22;;1;;
2018-09-19;1246,84;1238,94;1240,40;;1;;
2018-09-18;1248,10;1231,71;1238,30;;1;;
2018-09-17;1251,78;1239,72;1248,27;;1;;
2018-09-14;1245,80;1236,80;1245,80;;1;;
2018-09-13;1241,31;1232,48;1235,93;;1;;
2018-09-12;1242,32;1230,53;1233,73;;1;;
2018-09-11;1234,00;1223,10;1231,79;;1;;
2018-09-10;1236,51;1225,75;1232,72;;1;;
2018-09-07;1239,24;1223,19;1228,77;;1;;
2018-09-06;1248,62;1235,59;1238,33;;1;;
2018-09-05;1250,27;1238,81;1238,81;;1;;
2018-09-04;1263,12;1245,20;1250,72;;1;;
2018-09-03;1264,87;1259,53;1261,13;;1;;
2018-08-31;1268,04;1260,16;1260,17;;1;;
2018-08-30;1271,51;1265,58;1268,75;;1;;
2018-08-29;1272,40;1266,28;1271,00;;1;;
2018-08-28;1268,17;1263,15;1268,07;;1;;
2018-08-27;1262,36;1248,39;1262,17;;1;;
2018-08-24;1249,26;1245,17;1247,98;;1;;
2018-08-23;1250,18;1244,61;1245,67;;1;;
2018-08-22;1246,71;1239,51;1245,12;;1;;
2018-08-21;1243,03;1235,64;1240,75;;1;;
2018-08-20;1236,80;1227,57;1235,49;;1;;
2018-08-17;1229,27;1218,06;1228,31;;1;;
2018-08-16;1219,84;1207,59;1219,20;;1;;
2018-08-15;1223,70;1204,62;1205,96;;1;;
2018-08-14;1227,37;1212,94;1217,07;;1;;
2018-08-13;1224,29;1218,88;1220,94;;1;;
2018-08-10;1232,52;1222,66;1225,17;;1;;
2018-08-09;1235,35;1226,95;1235,16;;1;;
2018-08-08;1230,29;1223,53;1229,03;;1;;
2018-08-07;1227,58;1219,86;1226,70;;1;;
2018-08-06;1223,51;1214,41;1218,25;;1;;
2018-08-03;1222,05;1211,20;1219,80;;1;;
2018-08-02;1218,82;1205,47;1209,94;;1;;
2018-08-01;1225,20;1218,61;1219,82;;1;;
2018-07-31;1223,46;1218,47;1221,30;;1;;
2018-07-30;1221,18;1215,69;1217,95;;1;;
2018-07-27;1221,83;1216,16;1219,85;;1;;
2018-07-26;1217,21;1208,03;1216,81;;1;;
2018-07-25;1214,39;1205,84;1205,99;;1;;
2018-07-24;1215,90;1198,57;1213,10;;1;;
2018-07-23;1199,70;1193,02;1196,84;;1;;
2018-07-20;1205,05;1190,21;1197,39;;1;;
2018-07-19;1204,40;1194,04;1200,68;;1;;
2018-07-18;1194,97;1183,92;1193,16;;1;;
2018-07-17;1190,01;1178,95;1182,48;;1;;
2018-07-16;1185,05;1177,90;1183,23;;1;;
2018-07-13;1183,67;1174,83;1181,13;;1;;
2018-07-12;1176,12;1160,19;1174,30;;1;;
2018-07-11;1176,65;1160,80;1162,16;;1;;
2018-07-10;1178,61;1170,42;1177,94;;1;;
2018-07-09;1170,33;1158,83;1170,28;;1;;
2018-07-06;1163,34;1148,86;1157,60;;1;;
2018-07-05;1162,54;1152,09;1156,41;;1;;
2018-07-04;1163,14;1151,61;1152,05;;1;;
2018-07-03;1170,50;1162,78;1163,34;;1;;
2018-07-02;1177,27;1161,68;1165,50;;1;;
2018-06-29;1181,44;1162,18;1179,12;;1;;
2018-06-28;1169,24;1151,59;1158,98;;1;;
2018-06-27;1173,23;1148,08;1166,98;;1;;
2018-06-26;1164,88;1156,22;1158,18;;1;;
2018-06-25;1175,45;1162,03;1162,03;;1;;
2018-06-21;1191,52;1171,66;1172,74;;1;;
2018-06-20;1195,48;1183,24;1188,08;;1;;
2018-06-19;1183,66;1170,23;1183,62;;1;;
2018-06-18;1187,95;1176,19;1183,86;;1;;
2018-06-15;1200,69;1188,55;1188,55;;1;;
2018-06-14;1203,16;1179,84;1201,05;;1;;
2018-06-13;1191,06;1184,29;1189,08;;1;;
2018-06-12;1195,30;1187,16;1189,06;;1;;
2018-06-11;1191,33;1182,37;1191,33;;1;;
2018-06-08;1187,77;1173,80;1182,92;;1;;
2018-06-07;1196,41;1181,11;1183,77;;1;;
2018-06-05;1194,44;1185,34;1185,34;;1;;
2018-06-04;1195,86;1185,44;1188,67;;1;;
2018-06-01;1191,62;1175,29;1188,99;;1;;
2018-05-31;1189,45;1170,65;1174,97;;1;;
2018-05-30;1188,95;1179,14;1181,13;;1;;
2018-05-29;1193,32;1175,46;1186,95;;1;;
2018-05-28;1207,00;1192,24;1194,54;;1;;
2018-05-25;1208,47;1197,09;1198,78;;1;;
2018-05-24;1213,98;1196,94;1200,68;;1;;
2018-05-23;1220,78;1203,03;1206,26;;1;;
2018-05-22;1228,78;1217,90;1222,47;;1;;
2018-05-21;1229,42;1219,38;1224,00;;1;;
2018-05-18;1222,67;1215,72;1218,87;;1;;
2018-05-17;1216,17;1205,81;1216,17;;1;;
2018-05-16;1209,42;1200,75;1206,68;;1;;
2018-05-15;1209,17;1199,02;1208,12;;1;;
2018-05-14;1207,52;1198,26;1202,09;;1;;
2018-05-11;1215,31;1203,54;1205,10;;1;;
2018-05-09;1217,87;1205,73;1213,19;;1;;
2018-05-08;1206,36;1194,43;1206,36;;1;;
2018-05-07;1199,89;1184,40;1198,48;;1;;
2018-05-04;1186,15;1176,85;1183,76;;1;;
2018-05-03;1192,43;1176,34;1178,04;;1;;
2018-05-02;1193,69;1183,09;1192,22;;1;;
2018-04-30;1186,08;1177,83;1179,37;;1;;
2018-04-27;1184,58;1177,45;1182,68;;1;;
2018-04-26;1178,53;1161,74;1178,51;;1;;
2018-04-25;1175,09;1155,25;1164,34;;1;;
2018-04-24;1188,06;1172,02;1174,58;;1;;
2018-04-23;1183,08;1172,59;1183,08;;1;;
2018-04-20;1177,22;1164,05;1173,57;;1;;
2018-04-19;1167,09;1158,68;1165,07;;1;;
2018-04-18;1159,50;1152,23;1159,13;;1;;
2018-04-17;1155,47;1139,91;1153,28;;1;;
2018-04-16;1142,54;1136,69;1138,00;;1;;
2018-04-13;1142,20;1130,90;1137,30;;1;;
2018-04-12;1131,24;1117,32;1130,34;;1;;
2018-04-11;1132,09;1113,89;1117,61;;1;;
2018-04-10;1131,20;1121,57;1131,09;;1;;
2018-04-09;1131,90;1114,03;1119,90;;1;;
2018-04-06;1129,76;1117,76;1120,36;;1;;
2018-04-05;1127,99;1107,87;1127,92;;1;;
2018-04-04;1116,49;1096,14;1104,00;;1;;
2018-04-03;1130,96;1110,76;1114,23;;1;;
2018-03-29;1133,97;1118,51;1132,70;;1;;
2018-03-28;1116,38;1096,52;1116,38;;1;;
2018-03-27;1119,41;1103,42;1114,82;;1;;
2018-03-26;1116,19;1097,61;1099,61;;1;;
2018-03-23;1115,94;1095,92;1110,92;;1;;
2018-03-22;1130,38;1104,54;1109,54;;1;;
2018-03-21;1131,69;1125,23;1129,86;;1;;
2018-03-20;1133,21;1123,87;1130,79;;1;;
2018-03-19;1144,62;1126,40;1127,57;;1;;
2018-03-16;1158,16;1144,79;1145,08;;1;;
2018-03-15;1152,22;1143,62;1152,22;;1;;
2018-03-14;1155,09;1142,51;1146,22;;1;;
2018-03-13;1158,89;1140,17;1142,20;;1;;
2018-03-12;1157,19;1148,45;1151,78;;1;;
2018-03-09;1150,53;1142,63;1148,83;;1;;
2018-03-08;1146,72;1130,43;1146,13;;1;;
2018-03-07;1130,22;1119,39;1130,15;;1;;
2018-03-06;1133,96;1121,07;1128,07;;1;;
2018-03-05;1118,91;1102,83;1118,91;;1;;
2018-03-02;1124,36;1103,22;1104,15;;1;;
2018-03-01;1143,42;1126,59;1126,59;;1;;
2018-02-28;1151,04;1142,05;1143,80;;1;;
2018-02-27;1152,11;1144,24;1147,51;;1;;
2018-02-26;1150,71;1141,73;1146,61;;1;;
2018-02-23;1142,00;1134,01;1140,20;;1;;
2018-02-22;1138,65;1124,54;1137,92;;1;;
2018-02-21;1139,37;1125,65;1137,54;;1;;
2018-02-20;1134,73;1120,93;1134,29;;1;;
2018-02-19;1129,60;1119,31;1120,67;;1;;
2018-02-16;1125,88;1116,67;1125,61;;1;;
2018-02-15;1119,78;1110,11;1114,62;;1;;
2018-02-14;1110,19;1088,42;1109,13;;1;;
2018-02-13;1103,73;1094,34;1094,35;;1;;
2018-02-12;1106,14;1086,13;1099,30;;1;;
2018-02-09;1099,57;1082,99;1083,99;;1;;
2018-02-08;1119,90;1097,11;1097,11;;1;;
2018-02-07;1123,28;1091,73;1120,53;;1;;
2018-02-06;1104,35;1068,73;1089,59;;1;;
2018-02-05;1139,56;1112,30;1112,96;;1;;
2018-02-02;1154,30;1139,57;1141,40;;1;;
2018-02-01;1160,55;1150,92;1154,39;;1;;
2018-01-31;1159,37;1147,45;1148,48;;1;;
2018-01-30;1160,57;1152,56;1153,25;;1;;
2018-01-29;1167,36;1158,47;1159,78;;1;;
2018-01-26;1163,80;1154,76;1162,61;;1;;
2018-01-25;1174,25;1154,34;1156,51;;1;;
2018-01-24;1184,07;1174,10;1174,90;;1;;
2018-01-23;1185,49;1178,37;1183,35;;1;;
2018-01-22;1179,59;1173,11;1177,30;;1;;
2018-01-19;1174,77;1167,54;1174,23;;1;;
2018-01-18;1172,25;1165,33;1167,82;;1;;
2018-01-17;1171,41;1161,13;1167,00;;1;;
2018-01-16;1171,38;1165,27;1167,11;;1;;
2018-01-15;1171,49;1167,17;1170,24;;1;;
2018-01-12;1173,58;1165,52;1170,58;;1;;
2018-01-11;1172,71;1164,15;1170,90;;1;;
2018-01-10;1172,33;1164,24;1168,85;;1;;
2018-01-09;1173,84;1163,32;1172,48;;1;;
2018-01-08;1164,91;1158,69;1163,34;;1;;
2018-01-05;1157,63;1150,85;1157,63;;1;;
2018-01-04;1151,99;1139,31;1150,49;;1;;
2018-01-03;1140,91;1131,69;1139,01;;1;;
2018-01-02;1133,71;1126,60;1131,38;;1;;
2017-12-29;1138,73;1127,30;1129,71;;1;;
2017-12-28;1140,63;1133,54;1136,62;;1;;
2017-12-27;1151,47;1136,20;1140,35;;1;;
2017-12-22;1153,17;1143,88;1146,51;;1;;
